transaction_id,card_id,merchant_id,device_id,ip_address,amount,timestamp,is_fraud
tx_37,card_7,merchant_29,device_5,10.0.0.52,20.85,2025-01-29T01:52:00,0
tx_38,card_35,merchant_39,device_59,10.0.0.79,12.79,2025-01-02T12:06:00,0
tx_39,card_7,merchant_8,device_10,10.0.0.12,37.08,2025-01-17T22:45:00,0
tx_40,card_73,merchant_39,device_31,10.0.0.49,45.31,2025-01-24T13:53:00,0
tx_41,card_68,merchant_33,device_46,10.0.0.43,63.3,2025-01-23T03:31:00,1
tx_42,card_71,merchant_31,device_16,10.0.0.79,39.19,2025-01-11T22:13:00,0
tx_43,card_44,merchant_21,device_44,10.0.0.38,16.85,2025-01-11T19:45:00,0
tx_44,card_62,merchant_6,device_22,10.0.0.65,44.16,2025-01-30T14:22:00,0
tx_45,card_70,merchant_31,device_7,10.0.0.12,32.31,2025-01-03T20:53:00,0
tx_46,card_36,merchant_21,device_17,10.0.0.96,43.25,2025-01-14T18:09:00,0
tx_47,card_43,merchant_5,device_23,10.0.0.99,41.33,2025-01-02T07:07:00,0
tx_48,card_8,merchant_1,device_39,10.0.0.13,43.43,2025-01-20T12:05:00,0
tx_49,card_53,merchant_34,device_52,10.0.0.12,24.88,2025-01-06T22:42:00,1
tx_50,card_50,merchant_38,device_38,10.0.0.22,18.64,2025-01-25T01:04:00,0
tx_51,card_77,merchant_46,device_7,10.0.0.77,28.55,2025-01-04T09:53:00,0
tx_52,card_9,merchant_26,device_44,10.0.0.54,10.63,2025-01-19T21:36:00,0
tx_53,card_78,merchant_35,device_46,10.0.0.9,14.46,2025-01-30T09:44:00,1
tx_54,card_58,merchant_34,device_46,10.0.0.43,14.17,2025-01-06T04:39:00,1
tx_55,card_43,merchant_39,device_15,10.0.0.63,75.52,2025-01-17T05:42:00,0
tx_56,card_24,merchant_26,device_41,10.0.0.25,27.34,2025-01-20T11:26:00,0
tx_57,card_73,merchant_23,device_7,10.0.0.11,63.65,2025-01-19T10:34:00,0
tx_58,card_34,merchant_20,device_38,10.0.0.97,7.02,2025-01-13T08:30:00,0
tx_59,card_73,merchant_1,device_17,10.0.0.41,15.28,2025-01-11T12:37:00,0
tx_60,card_45,merchant_27,device_38,10.0.0.58,63.1,2025-01-20T13:45:00,0
tx_61,card_42,merchant_31,device_31,10.0.0.36,31.95,2025-01-04T20:21:00,0
tx_62,card_73,merchant_36,device_31,10.0.0.26,47.75,2025-01-24T23:54:00,0
tx_63,card_65,merchant_2,device_4,10.0.0.28,57.68,2025-01-02T23:54:00,0
tx_64,card_11,merchant_47,device_32,10.0.0.24,18.11,2025-01-21T01:17:00,1
tx_65,card_9,merchant_25,device_57,10.0.0.7,41.49,2025-01-30T20:44:00,0
tx_66,card_60,merchant_19,device_55,10.0.0.64,38.14,2025-01-15T00:02:00,0
tx_67,card_68,merchant_43,device_46,10.0.0.22,76.33,2025-01-20T12:40:00,0
tx_68,card_11,merchant_42,device_23,10.0.0.32,89.6,2025-01-03T09:38:00,0
tx_69,card_53,merchant_36,device_52,10.0.0.12,20.55,2025-01-02T08:08:00,1
tx_70,card_57,merchant_24,device_0,10.0.0.8,35.64,2025-01-17T16:26:00,0
tx_71,card_51,merchant_39,device_45,10.0.0.61,47.65,2025-01-02T17:50:00,0
tx_72,card_26,merchant_24,device_31,10.0.0.76,24.17,2025-01-10T03:35:00,0
tx_73,card_46,merchant_19,device_20,10.0.0.58,28.52,2025-01-15T23:08:00,0
tx_74,card_50,merchant_31,device_23,10.0.0.17,26.8,2025-01-19T05:43:00,0
tx_75,card_74,merchant_21,device_18,10.0.0.14,15.96,2025-01-18T22:54:00,0
tx_76,card_57,merchant_49,device_48,10.0.0.62,38.65,2025-01-16T10:51:00,0
tx_77,card_57,merchant_31,device_46,10.0.0.46,13.15,2025-01-27T00:05:00,0
tx_78,card_76,merchant_32,device_25,10.0.0.96,107.22,2025-01-30T02:39:00,0
tx_79,card_59,merchant_0,device_7,10.0.0.29,52.92,2025-01-02T05:28:00,0
tx_80,card_26,merchant_48,device_14,10.0.0.41,19.31,2025-01-17T05:05:00,0
tx_81,card_64,merchant_22,device_49,10.0.0.23,14.53,2025-01-02T02:37:00,0
tx_82,card_61,merchant_35,device_39,10.0.0.77,49.39,2025-01-12T10:54:00,0
tx_83,card_50,merchant_33,device_53,10.0.0.22,19.42,2025-01-16T22:02:00,1
tx_84,card_2,merchant_34,device_53,10.0.0.61,92.54,2025-01-21T03:33:00,0
tx_85,card_72,merchant_14,device_42,10.0.0.59,26.23,2025-01-26T23:45:00,0
tx_86,card_34,merchant_34,device_38,10.0.0.9,33.8,2025-01-24T06:12:00,0
tx_87,card_53,merchant_25,device_4,10.0.0.12,33.62,2025-01-15T20:58:00,1
tx_88,card_73,merchant_17,device_8,10.0.0.10,37.47,2025-01-11T23:04:00,0
tx_89,card_77,merchant_31,device_52,10.0.0.34,29.6,2025-01-16T02:14:00,0
tx_90,card_43,merchant_17,device_53,10.0.0.38,20.78,2025-01-08T01:16:00,0
tx_91,card_17,merchant_29,device_37,10.0.0.65,53.79,2025-01-06T07:43:00,0
tx_92,card_12,merchant_0,device_16,10.0.0.6,53.08,2025-01-17T20:16:00,0
tx_93,card_75,merchant_49,device_35,10.0.0.67,22.09,2025-01-15T02:35:00,0
tx_94,card_14,merchant_15,device_6,10.0.0.42,25.23,2025-01-20T14:06:00,0
tx_95,card_58,merchant_13,device_54,10.0.0.65,15.79,2025-01-02T05:34:00,1
tx_96,card_63,merchant_15,device_2,10.0.0.5,62.45,2025-01-27T22:24:00,0
tx_97,card_47,merchant_39,device_27,10.0.0.11,48.97,2025-01-13T10:38:00,1
tx_98,card_42,merchant_20,device_48,10.0.0.65,23.44,2025-01-15T00:24:00,1
tx_99,card_67,merchant_11,device_19,10.0.0.59,83.33,2025-01-08T06:35:00,0
tx_100,card_19,merchant_46,device_28,10.0.0.4,31.21,2025-01-19T02:35:00,0
tx_101,card_50,merchant_43,device_53,10.0.0.44,9.64,2025-01-22T04:30:00,1
tx_102,card_60,merchant_9,device_45,10.0.0.11,57.49,2025-01-16T23:56:00,1
tx_103,card_47,merchant_47,device_32,10.0.0.24,14.72,2025-01-30T01:08:00,0
tx_104,card_48,merchant_3,device_21,10.0.0.73,40.84,2025-01-25T09:28:00,0
tx_105,card_11,merchant_9,device_45,10.0.0.24,31.77,2025-01-03T08:14:00,1
tx_106,card_7,merchant_0,device_32,10.0.0.13,77.13,2025-01-23T03:46:00,0
tx_107,card_50,merchant_13,device_17,10.0.0.76,28.91,2025-01-06T04:31:00,0
tx_108,card_47,merchant_9,device_27,10.0.0.11,26.0,2025-01-04T19:22:00,1
tx_109,card_14,merchant_13,device_43,10.0.0.5,39.4,2025-01-30T07:13:00,0
tx_110,card_42,merchant_20,device_54,10.0.0.76,16.58,2025-01-06T13:22:00,1
tx_111,card_44,merchant_37,device_40,10.0.0.53,12.54,2025-01-22T18:33:00,0
tx_112,card_73,merchant_25,device_56,10.0.0.1,21.06,2025-01-29T04:25:00,0
tx_113,card_7,merchant_32,device_23,10.0.0.16,21.39,2025-01-21T11:27:00,0
tx_114,card_34,merchant_49,device_16,10.0.0.76,30.58,2025-01-07T08:44:00,1
tx_115,card_33,merchant_25,device_5,10.0.0.74,89.39,2025-01-14T07:57:00,0
tx_116,card_8,merchant_34,device_51,10.0.0.86,108.44,2025-01-24T22:37:00,0
tx_117,card_58,merchant_43,device_38,10.0.0.22,38.7,2025-01-22T13:54:00,1
tx_118,card_45,merchant_29,device_23,10.0.0.40,21.27,2025-01-03T00:43:00,0
tx_119,card_15,merchant_18,device_23,10.0.0.76,7.72,2025-01-04T22:23:00,0
tx_120,card_58,merchant_12,device_11,10.0.0.9,18.44,2025-01-15T08:11:00,0
tx_121,card_68,merchant_33,device_53,10.0.0.43,14.8,2025-01-03T16:41:00,1
tx_122,card_76,merchant_33,device_29,10.0.0.88,27.87,2025-01-04T07:41:00,0
tx_123,card_61,merchant_45,device_6,10.0.0.98,13.94,2025-01-13T07:17:00,0
tx_124,card_11,merchant_11,device_33,10.0.0.42,20.28,2025-01-03T21:49:00,0
tx_125,card_78,merchant_34,device_53,10.0.0.44,41.9,2025-01-26T13:23:00,1
tx_126,card_66,merchant_20,device_6,10.0.0.76,19.38,2025-01-13T06:06:00,0
tx_127,card_9,merchant_36,device_6,10.0.0.38,39.56,2025-01-08T22:28:00,0
tx_128,card_14,merchant_12,device_52,10.0.0.71,15.27,2025-01-17T01:06:00,0
tx_129,card_31,merchant_39,device_45,10.0.0.13,20.09,2025-01-10T20:27:00,1
tx_130,card_41,merchant_22,device_31,10.0.0.39,30.09,2025-01-17T02:19:00,0
tx_131,card_7,merchant_24,device_50,10.0.0.95,13.39,2025-01-05T22:21:00,0
tx_132,card_59,merchant_2,device_4,10.0.0.12,69.42,2025-01-30T03:04:00,1
tx_133,card_32,merchant_33,device_11,10.0.0.83,8.97,2025-01-30T15:47:00,0
tx_134,card_58,merchant_13,device_48,10.0.0.40,144.03,2025-01-02T12:04:00,0
tx_135,card_50,merchant_39,device_49,10.0.0.21,27.75,2025-01-23T14:51:00,0
tx_136,card_0,merchant_14,device_16,10.0.0.87,24.58,2025-01-02T20:41:00,0
tx_137,card_39,merchant_19,device_9,10.0.0.92,64.93,2025-01-10T02:05:00,0
tx_138,card_52,merchant_3,device_28,10.0.0.61,50.14,2025-01-29T12:02:00,0
tx_139,card_46,merchant_2,device_59,10.0.0.44,45.74,2025-01-14T14:03:00,0
tx_140,card_42,merchant_8,device_18,10.0.0.36,27.75,2025-01-29T10:13:00,0
tx_141,card_11,merchant_35,device_35,10.0.0.50,28.75,2025-01-13T01:57:00,0
tx_142,card_27,merchant_23,device_26,10.0.0.25,23.05,2025-01-04T18:34:00,0
tx_143,card_24,merchant_0,device_53,10.0.0.32,9.41,2025-01-23T12:53:00,0
tx_144,card_19,merchant_8,device_7,10.0.0.87,38.01,2025-01-09T06:06:00,0
tx_145,card_59,merchant_10,device_57,10.0.0.54,6.51,2025-01-23T08:46:00,0
tx_146,card_20,merchant_3,device_19,10.0.0.71,42.08,2025-01-30T06:48:00,0
tx_147,card_56,merchant_43,device_57,10.0.0.61,48.14,2025-01-10T20:14:00,0
tx_148,card_25,merchant_35,device_29,10.0.0.44,20.57,2025-01-19T23:11:00,0
tx_149,card_25,merchant_42,device_56,10.0.0.97,32.35,2025-01-04T03:46:00,0
tx_150,card_38,merchant_34,device_14,10.0.0.60,40.91,2025-01-20T08:16:00,0
tx_151,card_22,merchant_10,device_39,10.0.0.81,28.73,2025-01-02T04:12:00,0
tx_152,card_26,merchant_6,device_50,10.0.0.23,25.52,2025-01-05T03:35:00,0
tx_153,card_22,merchant_9,device_56,10.0.0.15,19.87,2025-01-09T16:32:00,0
tx_154,card_58,merchant_46,device_3,10.0.0.97,22.51,2025-01-14T13:51:00,0
tx_155,card_8,merchant_28,device_10,10.0.0.15,52.27,2025-01-13T16:55:00,0
tx_156,card_0,merchant_49,device_1,10.0.0.99,42.36,2025-01-04T13:07:00,0
tx_157,card_78,merchant_14,device_27,10.0.0.17,13.9,2025-01-13T17:50:00,0
tx_158,card_54,merchant_41,device_54,10.0.0.82,84.87,2025-01-22T10:24:00,0
tx_159,card_64,merchant_11,device_53,10.0.0.26,23.27,2025-01-05T07:36:00,0
tx_160,card_22,merchant_3,device_30,10.0.0.5,25.4,2025-01-03T23:09:00,0
tx_161,card_2,merchant_37,device_49,10.0.0.34,16.02,2025-01-06T00:57:00,0
tx_162,card_36,merchant_40,device_2,10.0.0.9,31.29,2025-01-10T19:38:00,0
tx_163,card_60,merchant_26,device_45,10.0.0.71,20.49,2025-01-14T22:34:00,0
tx_164,card_76,merchant_5,device_45,10.0.0.8,61.63,2025-01-02T20:00:00,0
tx_165,card_31,merchant_42,device_8,10.0.0.98,29.99,2025-01-20T14:32:00,0
tx_166,card_76,merchant_43,device_27,10.0.0.19,25.07,2025-01-08T13:22:00,0
tx_167,card_58,merchant_37,device_33,10.0.0.38,23.23,2025-01-25T20:33:00,1
tx_168,card_29,merchant_24,device_37,10.0.0.26,9.78,2025-01-11T10:56:00,0
tx_169,card_44,merchant_37,device_16,10.0.0.13,17.11,2025-01-16T15:46:00,0
tx_170,card_46,merchant_2,device_4,10.0.0.67,27.15,2025-01-27T20:02:00,1
tx_171,card_66,merchant_23,device_50,10.0.0.93,118.2,2025-01-14T22:00:00,0
tx_172,card_15,merchant_1,device_12,10.0.0.89,40.21,2025-01-03T23:23:00,0
tx_173,card_24,merchant_39,device_45,10.0.0.11,36.9,2025-01-11T19:44:00,1
tx_174,card_33,merchant_10,device_48,10.0.0.88,11.42,2025-01-02T12:37:00,0
tx_175,card_9,merchant_20,device_7,10.0.0.19,39.95,2025-01-26T13:42:00,0
tx_176,card_35,merchant_2,device_12,10.0.0.40,44.33,2025-01-28T11:20:00,0
tx_177,card_34,merchant_49,device_48,10.0.0.65,31.83,2025-01-25T03:48:00,0
tx_178,card_31,merchant_23,device_7,10.0.0.65,73.25,2025-01-10T15:10:00,0
tx_179,card_46,merchant_17,device_40,10.0.0.40,22.45,2025-01-25T01:28:00,0
tx_180,card_74,merchant_38,device_19,10.0.0.27,37.02,2025-01-14T12:45:00,0
tx_181,card_29,merchant_16,device_58,10.0.0.34,21.38,2025-01-16T00:28:00,0
tx_182,card_57,merchant_43,device_12,10.0.0.78,16.69,2025-01-17T21:07:00,0
tx_183,card_14,merchant_29,device_6,10.0.0.66,23.05,2025-01-04T02:49:00,0
tx_184,card_73,merchant_48,device_0,10.0.0.61,25.72,2025-01-02T03:45:00,0
tx_185,card_12,merchant_42,device_14,10.0.0.49,35.71,2025-01-29T02:07:00,1
tx_186,card_26,merchant_49,device_22,10.0.0.85,22.73,2025-01-17T22:51:00,0
tx_187,card_17,merchant_26,device_14,10.0.0.96,13.33,2025-01-28T22:23:00,0
tx_188,card_47,merchant_28,device_22,10.0.0.11,25.13,2025-01-04T00:47:00,0
tx_189,card_58,merchant_30,device_54,10.0.0.42,13.12,2025-01-27T10:28:00,0
tx_190,card_63,merchant_3,device_17,10.0.0.70,38.99,2025-01-10T02:44:00,1
tx_191,card_34,merchant_34,device_34,10.0.0.16,10.03,2025-01-05T02:11:00,0
tx_192,card_3,merchant_48,device_31,10.0.0.93,8.05,2025-01-07T10:18:00,0
tx_193,card_47,merchant_39,device_27,10.0.0.13,47.49,2025-01-25T06:27:00,1
tx_194,card_70,merchant_31,device_21,10.0.0.42,20.72,2025-01-12T01:55:00,1
tx_195,card_79,merchant_33,device_2,10.0.0.20,25.1,2025-01-22T04:10:00,0
tx_196,card_60,merchant_41,device_54,10.0.0.11,41.53,2025-01-22T15:57:00,0
tx_197,card_42,merchant_43,device_34,10.0.0.70,8.91,2025-01-12T22:00:00,0
tx_198,card_63,merchant_9,device_30,10.0.0.28,71.66,2025-01-04T19:47:00,0
tx_199,card_56,merchant_6,device_58,10.0.0.61,38.67,2025-01-26T06:21:00,0
tx_200,card_31,merchant_27,device_57,10.0.0.89,4.03,2025-01-14T16:47:00,0
tx_201,card_36,merchant_13,device_21,10.0.0.19,37.92,2025-01-12T17:53:00,0
tx_202,card_15,merchant_46,device_50,10.0.0.61,8.09,2025-01-09T11:30:00,0
tx_203,card_63,merchant_20,device_17,10.0.0.97,23.88,2025-01-11T15:50:00,1
tx_204,card_50,merchant_25,device_53,10.0.0.9,29.78,2025-01-24T21:23:00,1
tx_205,card_16,merchant_43,device_37,10.0.0.65,16.5,2025-01-26T22:10:00,0
tx_206,card_59,merchant_7,device_52,10.0.0.12,39.38,2025-01-12T08:22:00,1
tx_207,card_14,merchant_32,device_10,10.0.0.67,47.38,2025-01-28T01:54:00,0
tx_208,card_13,merchant_38,device_11,10.0.0.82,28.26,2025-01-04T05:15:00,0
tx_209,card_22,merchant_49,device_5,10.0.0.48,38.57,2025-01-23T00:26:00,0
tx_210,card_7,merchant_9,device_27,10.0.0.13,24.18,2025-01-09T11:38:00,1
tx_211,card_5,merchant_34,device_21,10.0.0.67,27.66,2025-01-06T19:01:00,1
tx_212,card_68,merchant_15,device_20,10.0.0.43,16.48,2025-01-20T21:01:00,0
tx_213,card_50,merchant_40,device_22,10.0.0.50,11.03,2025-01-18T22:32:00,0
tx_214,card_11,merchant_39,device_27,10.0.0.11,26.74,2025-01-17T21:31:00,0
tx_215,card_8,merchant_40,device_9,10.0.0.28,32.47,2025-01-06T22:19:00,0
tx_216,card_13,merchant_35,device_50,10.0.0.17,37.71,2025-01-12T16:08:00,0
tx_217,card_21,merchant_19,device_7,10.0.0.70,13.84,2025-01-17T12:10:00,0
tx_218,card_46,merchant_37,device_6,10.0.0.81,19.35,2025-01-11T04:31:00,0
tx_219,card_20,merchant_25,device_18,10.0.0.47,121.3,2025-01-06T12:09:00,0
tx_220,card_46,merchant_25,device_21,10.0.0.47,34.72,2025-01-02T18:30:00,1
tx_221,card_74,merchant_31,device_38,10.0.0.2,25.43,2025-01-27T00:21:00,0
tx_222,card_40,merchant_39,device_21,10.0.0.46,6.72,2025-01-15T01:26:00,1
tx_223,card_39,merchant_22,device_34,10.0.0.76,15.31,2025-01-17T13:33:00,0
tx_224,card_5,merchant_42,device_46,10.0.0.99,53.94,2025-01-04T20:17:00,0
tx_225,card_32,merchant_41,device_36,10.0.0.62,44.07,2025-01-29T03:56:00,0
tx_226,card_50,merchant_38,device_53,10.0.0.9,19.3,2025-01-29T11:29:00,0
tx_227,card_66,merchant_39,device_32,10.0.0.24,16.92,2025-01-08T22:35:00,1
tx_228,card_33,merchant_11,device_57,10.0.0.27,49.94,2025-01-30T13:55:00,0
tx_229,card_34,merchant_38,device_46,10.0.0.60,12.38,2025-01-24T03:43:00,0
tx_230,card_61,merchant_38,device_32,10.0.0.24,44.04,2025-01-02T03:49:00,1
tx_231,card_78,merchant_34,device_46,10.0.0.44,21.78,2025-01-12T03:30:00,1
tx_232,card_59,merchant_43,device_31,10.0.0.64,41.13,2025-01-20T13:52:00,0
tx_233,card_32,merchant_3,device_14,10.0.0.99,72.62,2025-01-22T21:28:00,0
tx_234,card_50,merchant_34,device_38,10.0.0.44,22.9,2025-01-09T16:23:00,0
tx_235,card_48,merchant_13,device_7,10.0.0.25,43.49,2025-01-28T21:33:00,0
tx_236,card_17,merchant_31,device_23,10.0.0.25,51.08,2025-01-02T01:17:00,0
tx_237,card_57,merchant_7,device_52,10.0.0.33,63.72,2025-01-26T10:50:00,1
tx_238,card_7,merchant_30,device_32,10.0.0.75,64.02,2025-01-04T04:16:00,0
tx_239,card_58,merchant_2,device_52,10.0.0.18,5.53,2025-01-16T19:46:00,0
tx_240,card_50,merchant_10,device_3,10.0.0.40,18.43,2025-01-16T03:47:00,1
tx_241,card_63,merchant_12,device_46,10.0.0.73,10.0,2025-01-11T02:36:00,0
tx_242,card_63,merchant_0,device_43,10.0.0.81,27.89,2025-01-28T12:51:00,0
tx_243,card_5,merchant_49,device_13,10.0.0.9,36.5,2025-01-16T11:55:00,0
tx_244,card_63,merchant_30,device_58,10.0.0.48,9.67,2025-01-27T12:08:00,0
tx_245,card_23,merchant_32,device_56,10.0.0.82,14.62,2025-01-10T14:33:00,0
tx_246,card_45,merchant_23,device_3,10.0.0.45,27.14,2025-01-11T10:45:00,1
tx_247,card_69,merchant_2,device_21,10.0.0.74,20.65,2025-01-09T22:31:00,0
tx_248,card_17,merchant_20,device_46,10.0.0.79,13.6,2025-01-08T08:54:00,1
tx_249,card_8,merchant_31,device_22,10.0.0.74,21.81,2025-01-02T20:01:00,0
tx_250,card_60,merchant_0,device_32,10.0.0.24,27.68,2025-01-08T21:26:00,1
tx_251,card_77,merchant_33,device_55,10.0.0.82,62.37,2025-01-10T23:09:00,0
tx_252,card_46,merchant_2,device_52,10.0.0.33,20.69,2025-01-03T05:19:00,0
tx_253,card_2,merchant_31,device_24,10.0.0.88,10.92,2025-01-13T10:28:00,0
tx_254,card_35,merchant_8,device_28,10.0.0.6,22.83,2025-01-06T02:11:00,0
tx_255,card_34,merchant_13,device_48,10.0.0.97,37.33,2025-01-21T13:57:00,1
tx_256,card_60,merchant_10,device_27,10.0.0.68,20.17,2025-01-08T11:04:00,0
tx_257,card_23,merchant_14,device_37,10.0.0.44,13.15,2025-01-19T07:26:00,0
tx_258,card_44,merchant_34,device_36,10.0.0.7,12.79,2025-01-30T21:11:00,0
tx_259,card_17,merchant_41,device_44,10.0.0.77,31.51,2025-01-08T02:41:00,0
tx_260,card_43,merchant_24,device_4,10.0.0.61,34.73,2025-01-20T06:16:00,0
tx_261,card_48,merchant_6,device_4,10.0.0.40,48.49,2025-01-16T11:17:00,0
tx_262,card_77,merchant_48,device_30,10.0.0.45,9.39,2025-01-18T14:41:00,0
tx_263,card_0,merchant_18,device_46,10.0.0.53,27.01,2025-01-23T00:05:00,0
tx_264,card_77,merchant_8,device_24,10.0.0.62,22.49,2025-01-09T16:29:00,0
tx_265,card_50,merchant_49,device_16,10.0.0.40,7.64,2025-01-25T05:02:00,1
tx_266,card_17,merchant_17,device_15,10.0.0.68,57.56,2025-01-08T21:16:00,0
tx_267,card_27,merchant_31,device_43,10.0.0.85,47.05,2025-01-21T01:04:00,0
tx_268,card_66,merchant_46,device_26,10.0.0.24,50.56,2025-01-30T13:38:00,0
tx_269,card_3,merchant_16,device_38,10.0.0.54,34.94,2025-01-13T09:02:00,0
tx_270,card_32,merchant_40,device_20,10.0.0.42,10.5,2025-01-10T22:05:00,0
tx_271,card_4,merchant_11,device_6,10.0.0.75,47.61,2025-01-04T08:38:00,1
tx_272,card_14,merchant_44,device_16,10.0.0.68,26.63,2025-01-02T22:45:00,0
tx_273,card_8,merchant_7,device_31,10.0.0.60,80.54,2025-01-14T13:21:00,0
tx_274,card_64,merchant_6,device_0,10.0.0.54,35.34,2025-01-06T08:35:00,0
tx_275,card_6,merchant_46,device_17,10.0.0.76,49.94,2025-01-18T23:35:00,1
tx_276,card_61,merchant_17,device_44,10.0.0.22,21.76,2025-01-11T18:31:00,0
tx_277,card_1,merchant_27,device_38,10.0.0.24,43.82,2025-01-19T07:29:00,0
tx_278,card_63,merchant_13,device_17,10.0.0.40,10.12,2025-01-08T08:48:00,1
tx_279,card_6,merchant_8,device_8,10.0.0.82,45.7,2025-01-16T23:28:00,0
tx_280,card_1,merchant_25,device_57,10.0.0.50,40.64,2025-01-01T08:40:00,0
tx_281,card_15,merchant_27,device_47,10.0.0.7,3.55,2025-01-15T10:19:00,0
tx_282,card_33,merchant_25,device_9,10.0.0.66,7.81,2025-01-23T04:38:00,0
tx_283,card_57,merchant_25,device_32,10.0.0.31,54.95,2025-01-30T02:23:00,0
tx_284,card_34,merchant_34,device_38,10.0.0.22,92.11,2025-01-20T16:48:00,1
tx_285,card_30,merchant_39,device_14,10.0.0.58,12.69,2025-01-19T13:26:00,0
tx_286,card_43,merchant_7,device_27,10.0.0.8,16.28,2025-01-13T10:54:00,0
tx_287,card_38,merchant_7,device_17,10.0.0.51,14.63,2025-01-11T01:14:00,0
tx_288,card_64,merchant_47,device_15,10.0.0.65,19.14,2025-01-09T11:37:00,0
tx_289,card_50,merchant_38,device_53,10.0.0.44,22.17,2025-01-21T16:48:00,1
tx_290,card_33,merchant_13,device_16,10.0.0.42,51.36,2025-01-01T23:04:00,0
tx_291,card_46,merchant_25,device_4,10.0.0.47,30.62,2025-01-14T16:42:00,0
tx_292,card_16,merchant_29,device_8,10.0.0.2,17.04,2025-01-23T03:22:00,0
tx_293,card_8,merchant_41,device_56,10.0.0.32,39.43,2025-01-01T16:02:00,0
tx_294,card_40,merchant_31,device_16,10.0.0.92,18.8,2025-01-29T19:05:00,1
tx_295,card_24,merchant_38,device_45,10.0.0.24,68.87,2025-01-16T08:57:00,1
tx_296,card_25,merchant_7,device_58,10.0.0.29,91.21,2025-01-15T05:54:00,0
tx_297,card_63,merchant_25,device_2,10.0.0.9,30.27,2025-01-30T14:38:00,0
tx_298,card_77,merchant_44,device_30,10.0.0.72,4.85,2025-01-26T18:51:00,0
tx_299,card_26,merchant_26,device_54,10.0.0.97,22.7,2025-01-13T02:18:00,0
tx_300,card_77,merchant_7,device_18,10.0.0.33,57.16,2025-01-13T00:22:00,1
tx_301,card_27,merchant_23,device_27,10.0.0.65,42.46,2025-01-11T20:08:00,0
