device_id,device_type,os_type,browser,first_seen,last_seen,transaction_count,is_suspicious
device_000095,Desktop,Android,Edge,2025-02-07,2025-09-18,19,False
device_000096,ATM,Linux,Safari,2024-10-17,2025-09-20,10,False
device_000097,Desktop,Windows,Chrome,2025-01-20,2025-09-21,7,False
device_000098,POS,Windows,Other,2024-10-19,2025-09-21,12,False
device_000099,POS,MacOS,Edge,2025-06-25,2025-09-18,8,False
device_000100,Mobile,Windows,Other,2025-06-06,2025-09-21,5,False
device_000101,Desktop,MacOS,Edge,2025-03-31,2025-09-19,9,False
device_000102,Mobile,Linux,Safari,2025-08-09,2025-09-19,15,False
device_000103,Desktop,Windows,Safari,2025-02-09,2025-09-22,13,False
device_000104,ATM,iOS,Other,2025-09-21,2025-09-21,7,False
device_000105,ATM,Windows,Other,2024-11-22,2025-09-22,7,False
device_000106,Desktop,Android,Firefox,2025-06-29,2025-09-23,7,False
device_000107,Tablet,Windows,Firefox,2025-02-04,2025-09-20,12,False
device_000108,Desktop,Android,Edge,2025-09-18,2025-09-20,9,False
device_000109,POS,MacOS,Safari,2025-06-11,2025-09-19,11,False
device_000110,Mobile,Windows,Safari,2025-04-30,2025-09-17,10,False
device_000111,POS,Windows,Edge,2024-11-13,2025-09-18,9,False
device_000112,Tablet,Linux,Edge,2025-08-16,2025-09-21,9,False
device_000113,POS,MacOS,Safari,2024-12-23,2025-09-20,10,True
device_000114,Mobile,Linux,Safari,2024-12-05,2025-09-19,5,False
device_000115,Mobile,Android,Other,2025-09-07,2025-09-20,12,False
device_000116,Tablet,Linux,Other,2025-07-08,2025-09-20,8,False
device_000117,Mobile,Android,Edge,2025-05-21,2025-09-21,9,False
device_000118,Mobile,MacOS,Safari,2025-01-31,2025-09-23,12,False
device_000119,Tablet,MacOS,Safari,2024-11-29,2025-09-18,13,False
device_000120,ATM,Windows,Firefox,2025-05-04,2025-09-22,5,False
device_000121,POS,Windows,Edge,2025-05-13,2025-09-18,7,False
device_000122,POS,iOS,Edge,2025-06-11,2025-09-17,8,False
device_000123,ATM,Linux,Safari,2024-12-30,2025-09-20,8,False
device_000124,Desktop,Windows,Edge,2025-07-18,2025-09-20,8,False
device_000125,POS,iOS,Chrome,2024-11-23,2025-09-23,8,False
device_000126,Tablet,Windows,Safari,2024-11-20,2025-09-19,8,False
device_000127,Desktop,Android,Other,2025-04-20,2025-09-18,3,False
device_000128,POS,iOS,Chrome,2025-03-11,2025-09-19,12,False
device_000129,Mobile,MacOS,Edge,2025-08-30,2025-09-21,8,False
device_000130,POS,MacOS,Edge,2025-04-02,2025-09-19,5,False
device_000131,Mobile,Windows,Firefox,2024-11-29,2025-09-19,9,False
device_000132,Mobile,Android,Edge,2025-05-18,2025-09-17,6,False
device_000133,ATM,Android,Edge,2025-08-01,2025-09-19,10,True
device_000134,Tablet,MacOS,Firefox,2025-06-21,2025-09-19,1,False
device_000135,Tablet,Android,Other,2025-05-13,2025-09-23,9,False
device_000136,POS,Android,Chrome,2025-09-07,2025-09-17,8,False
device_000137,POS,Windows,Firefox,2025-08-02,2025-09-20,5,False
device_000138,Desktop,Windows,Chrome,2024-12-18,2025-09-18,13,False
device_000139,Desktop,iOS,Edge,2025-02-15,2025-09-21,11,False
device_000140,ATM,MacOS,Firefox,2025-01-06,2025-09-23,8,False
device_000141,Mobile,Linux,Safari,2025-02-22,2025-09-22,14,False
device_000142,POS,Windows,Chrome,2025-01-31,2025-09-20,9,False
device_000143,Tablet,Android,Firefox,2025-06-15,2025-09-19,4,False
device_000144,ATM,MacOS,Firefox,2025-02-02,2025-09-21,17,False
device_000145,Tablet,MacOS,Firefox,2024-10-03,2025-09-23,14,False
device_000146,Mobile,Android,Safari,2025-03-26,2025-09-23,7,False
device_000147,Desktop,iOS,Safari,2025-06-08,2025-09-19,8,False
device_000148,Mobile,Windows,Firefox,2025-01-20,2025-09-23,11,False
device_000149,POS,Linux,Other,2025-08-25,2025-09-18,6,False
device_000150,Tablet,Android,Edge,2025-07-18,2025-09-23,10,False
device_000151,POS,Linux,Chrome,2024-11-13,2025-09-23,10,False
device_000152,Mobile,MacOS,Other,2024-11-02,2025-09-22,11,False
device_000153,Tablet,Android,Chrome,2025-07-30,2025-09-21,6,False
device_000154,ATM,Linux,Other,2025-01-09,2025-09-17,10,False
device_000155,ATM,Android,Other,2025-06-29,2025-09-17,12,False
device_000156,Mobile,iOS,Other,2025-03-09,2025-09-18,17,False
device_000157,Mobile,Windows,Chrome,2025-04-17,2025-09-21,11,False
device_000158,ATM,Android,Firefox,2024-12-15,2025-09-20,13,False
device_000159,Tablet,iOS,Edge,2025-08-23,2025-09-21,4,False
device_000160,POS,iOS,Safari,2025-03-06,2025-09-20,11,False
device_000161,POS,Windows,Edge,2025-03-30,2025-09-21,4,False
device_000162,Desktop,iOS,Chrome,2024-11-02,2025-09-17,14,False
device_000163,Tablet,Android,Chrome,2025-01-18,2025-09-23,9,False
device_000164,Desktop,Linux,Firefox,2024-10-19,2025-09-18,8,False
device_000165,Mobile,iOS,Safari,2025-04-26,2025-09-18,11,False
device_000166,Tablet,Windows,Safari,2024-11-06,2025-09-23,13,False
device_000167,ATM,Android,Chrome,2025-02-09,2025-09-19,15,False
device_000168,Desktop,Linux,Firefox,2025-07-08,2025-09-23,15,False
device_000169,Tablet,iOS,Firefox,2024-11-22,2025-09-23,11,False
device_000170,ATM,Linux,Edge,2025-04-08,2025-09-23,8,False
device_000171,Tablet,MacOS,Edge,2025-01-07,2025-09-20,10,False
device_000172,Desktop,Linux,Firefox,2024-10-23,2025-09-21,13,False
device_000173,POS,Linux,Chrome,2025-05-28,2025-09-19,13,False
device_000174,ATM,Linux,Chrome,2024-10-02,2025-09-17,9,False
device_000175,POS,MacOS,Chrome,2025-07-10,2025-09-21,10,False
device_000176,Tablet,MacOS,Firefox,2025-06-09,2025-09-23,4,False
device_000177,Tablet,Linux,Chrome,2025-03-19,2025-09-17,12,False
device_000178,Mobile,Windows,Firefox,2025-08-08,2025-09-22,9,False
device_000179,Desktop,Windows,Safari,2025-08-05,2025-09-20,5,False
device_000180,Desktop,Windows,Other,2025-05-01,2025-09-20,15,False
device_000181,Mobile,Windows,Edge,2025-03-20,2025-09-18,6,False
device_000182,Tablet,Windows,Edge,2025-05-11,2025-09-17,12,False
device_000183,Mobile,MacOS,Edge,2024-10-14,2025-09-17,7,False
device_000184,POS,MacOS,Edge,2025-07-12,2025-09-23,10,False
device_000185,Tablet,MacOS,Safari,2025-03-16,2025-09-17,10,False
device_000186,Desktop,Windows,Other,2025-05-05,2025-09-22,13,False
device_000187,Desktop,Android,Chrome,2025-04-10,2025-09-23,15,False
device_000188,Tablet,MacOS,Chrome,2024-11-13,2025-09-18,10,False
device_000189,POS,iOS,Edge,2025-02-12,2025-09-19,8,False
device_000190,POS,Linux,Edge,2025-05-03,2025-09-22,11,False
device_000191,Mobile,Linux,Edge,2024-10-03,2025-09-22,11,False
device_000192,POS,Android,Firefox,2025-01-22,2025-09-18,9,False
device_000193,ATM,MacOS,Chrome,2025-02-22,2025-09-17,11,False
device_000194,ATM,Windows,Edge,2025-06-10,2025-09-21,13,False
device_000195,POS,MacOS,Safari,2025-03-25,2025-09-22,11,False
device_000196,Mobile,Windows,Edge,2025-06-26,2025-09-21,10,False
device_000197,POS,Windows,Chrome,2025-05-28,2025-09-22,6,False
device_000198,POS,Android,Edge,2025-07-01,2025-09-20,9,False
device_000199,ATM,Linux,Chrome,2025-02-05,2025-09-17,12,True
device_000200,Desktop,Linux,Edge,2025-03-31,2025-09-20,10,False
device_000201,ATM,Windows,Chrome,2025-04-02,2025-09-20,11,False
device_000202,POS,iOS,Edge,2025-08-11,2025-09-21,14,False
device_000203,POS,Android,Firefox,2025-05-10,2025-09-20,11,False
device_000204,Tablet,iOS,Safari,2025-07-11,2025-09-19,8,False
device_000205,Mobile,iOS,Chrome,2025-05-29,2025-09-18,9,False
device_000206,ATM,Android,Safari,2025-08-14,2025-09-20,10,False
device_000207,Tablet,Android,Chrome,2024-12-23,2025-09-18,10,False
device_000208,Desktop,Android,Safari,2025-07-11,2025-09-22,7,False
device_000209,ATM,Linux,Chrome,2025-08-24,2025-09-22,11,False
device_000210,POS,Linux,Chrome,2024-11-26,2025-09-20,11,False
device_000211,Desktop,iOS,Other,2025-08-06,2025-09-22,6,False
device_000212,Tablet,MacOS,Chrome,2025-08-01,2025-09-19,9,False
device_000213,Desktop,MacOS,Chrome,2025-07-07,2025-09-19,6,False
device_000214,ATM,Windows,Safari,2025-08-11,2025-09-20,12,False
device_000215,POS,Linux,Edge,2025-05-22,2025-09-22,12,False
device_000216,Desktop,MacOS,Edge,2025-05-11,2025-09-20,10,False
device_000217,Mobile,Linux,Other,2025-08-28,2025-09-21,11,False
device_000218,Tablet,Windows,Edge,2025-04-04,2025-09-20,7,False
device_000219,Tablet,Android,Edge,2025-05-02,2025-09-18,9,False
device_000220,Desktop,Linux,Safari,2025-03-09,2025-09-21,11,False
device_000221,POS,MacOS,Other,2025-03-03,2025-09-21,13,False
device_000222,POS,iOS,Edge,2025-04-15,2025-09-19,11,False
device_000223,POS,Android,Edge,2024-10-11,2025-09-21,10,False
device_000224,Desktop,Android,Safari,2025-01-10,2025-09-23,9,False
device_000225,Mobile,iOS,Edge,2025-07-25,2025-09-19,10,True
device_000226,POS,Windows,Firefox,2025-03-15,2025-09-22,9,False
device_000227,ATM,MacOS,Safari,2024-11-28,2025-09-22,16,False
device_000228,POS,Android,Firefox,2024-09-25,2025-09-17,7,True
device_000229,Tablet,Linux,Chrome,2025-05-26,2025-09-20,6,False
device_000230,Desktop,MacOS,Edge,2025-09-04,2025-09-21,12,False
device_000231,Tablet,Windows,Chrome,2024-11-08,2025-09-23,9,False
device_000232,ATM,Windows,Safari,2024-12-14,2025-09-23,10,False
device_000233,Tablet,iOS,Other,2024-11-22,2025-09-23,11,False
device_000234,Desktop,Windows,Safari,2025-03-12,2025-09-22,12,False
device_000235,ATM,Android,Safari,2025-08-07,2025-09-21,11,False
device_000236,Tablet,Windows,Safari,2025-05-17,2025-09-17,8,False
device_000237,Desktop,MacOS,Chrome,2025-06-06,2025-09-19,13,False
device_000238,Mobile,MacOS,Chrome,2024-11-29,2025-09-17,9,False
device_000239,POS,Android,Chrome,2025-05-25,2025-09-19,9,False
device_000240,Desktop,Windows,Safari,2025-06-30,2025-09-21,9,False
device_000241,POS,iOS,Edge,2025-05-16,2025-09-21,9,False
device_000242,Tablet,Linux,Other,2025-09-04,2025-09-20,8,False
device_000243,POS,MacOS,Firefox,2025-05-21,2025-09-19,15,False
device_000244,POS,iOS,Edge,2025-06-30,2025-09-20,6,False
device_000245,Mobile,Linux,Firefox,2025-06-26,2025-09-22,13,False
device_000246,Mobile,Windows,Firefox,2024-12-03,2025-09-18,19,False
device_000247,POS,Android,Edge,2025-07-02,2025-09-22,6,False
device_000248,Mobile,Linux,Other,2025-04-07,2025-09-23,10,False
device_000249,Desktop,Android,Edge,2025-08-23,2025-09-17,8,False
device_000250,Desktop,MacOS,Firefox,2025-03-17,2025-09-22,6,False
device_000251,ATM,Linux,Safari,2025-08-01,2025-09-23,6,False
device_000252,Tablet,iOS,Chrome,2025-09-21,2025-09-19,14,False
device_000253,Desktop,Linux,Edge,2025-09-02,2025-09-22,9,False
device_000254,Desktop,Android,Firefox,2025-08-06,2025-09-22,16,False
device_000255,Desktop,iOS,Edge,2025-06-19,2025-09-17,7,False
device_000256,Tablet,iOS,Safari,2024-09-28,2025-09-21,8,False
device_000257,POS,iOS,Firefox,2025-01-14,2025-09-21,8,False
device_000258,POS,Windows,Safari,2025-05-29,2025-09-20,13,True
device_000259,Tablet,iOS,Chrome,2025-06-19,2025-09-23,7,False
device_000260,ATM,iOS,Edge,2024-11-16,2025-09-21,14,False
device_000261,ATM,iOS,Edge,2025-04-07,2025-09-20,12,False
device_000262,Desktop,Linux,Firefox,2024-10-26,2025-09-23,11,True
device_000263,Tablet,Windows,Other,2025-06-30,2025-09-19,15,False
device_000264,Tablet,Linux,Safari,2025-02-25,2025-09-23,10,False
device_000265,POS,Linux,Chrome,2025-04-23,2025-09-17,8,False
device_000266,Desktop,Linux,Other,2024-10-03,2025-09-18,9,False
device_000267,Tablet,iOS,Chrome,2024-10-05,2025-09-19,9,False
device_000268,Mobile,Windows,Chrome,2024-10-08,2025-09-22,5,True
device_000269,Mobile,Linux,Firefox,2025-03-25,2025-09-18,13,False
device_000270,POS,Android,Firefox,2025-05-11,2025-09-21,6,False
device_000271,ATM,iOS,Chrome,2025-01-25,2025-09-17,11,False
device_000272,Tablet,Android,Chrome,2025-01-19,2025-09-17,11,False
device_000273,Tablet,iOS,Chrome,2025-02-27,2025-09-18,15,False
device_000274,ATM,Windows,Firefox,2025-04-03,2025-09-17,8,False
device_000275,POS,Android,Chrome,2025-07-24,2025-09-21,11,False
device_000276,ATM,Android,Edge,2025-06-14,2025-09-20,10,False
device_000277,Mobile,Windows,Safari,2025-02-16,2025-09-22,10,False
device_000278,ATM,Windows,Safari,2025-04-01,2025-09-22,5,False
device_000279,Desktop,iOS,Chrome,2024-11-25,2025-09-23,16,False
device_000280,POS,Linux,Edge,2025-07-28,2025-09-19,16,False
device_000281,POS,Windows,Chrome,2025-07-20,2025-09-21,12,True
device_000282,Desktop,Android,Chrome,2024-12-13,2025-09-21,14,False
device_000283,Desktop,iOS,Edge,2025-04-29,2025-09-23,18,False
device_000284,POS,Android,Firefox,2024-11-22,2025-09-18,9,False
device_000285,Desktop,iOS,Edge,2025-02-09,2025-09-23,14,False
device_000286,ATM,Linux,Firefox,2024-12-18,2025-09-21,8,False
device_000287,Desktop,Linux,Firefox,2025-02-01,2025-09-20,8,False
device_000288,ATM,MacOS,Safari,2025-08-31,2025-09-19,11,False
device_000289,Desktop,Android,Other,2025-01-23,2025-09-22,9,False
device_000290,ATM,Linux,Firefox,2025-09-23,2025-09-22,9,False
device_000291,Tablet,iOS,Firefox,2025-05-25,2025-09-22,8,False
device_000292,Mobile,Windows,Other,2025-09-03,2025-09-21,4,False
device_000293,Desktop,Android,Chrome,2025-05-26,2025-09-21,18,False
device_000294,Tablet,Android,Edge,2024-10-23,2025-09-19,17,False
device_000295,ATM,Windows,Other,2025-05-17,2025-09-20,9,False
device_000296,Desktop,Windows,Firefox,2024-10-26,2025-09-19,10,False
device_000297,Mobile,MacOS,Firefox,2024-10-19,2025-09-21,9,True
device_000298,ATM,Linux,Safari,2025-06-29,2025-09-18,8,False
device_000299,Tablet,MacOS,Firefox,2025-04-20,2025-09-20,6,False
device_000300,Mobile,iOS,Edge,2025-08-12,2025-09-20,12,False
device_000301,ATM,MacOS,Chrome,2024-10-08,2025-09-18,14,False
device_000302,Mobile,MacOS,Safari,2025-06-07,2025-09-20,12,True
device_000303,Desktop,Android,Chrome,2025-07-30,2025-09-20,9,False
device_000304,Tablet,MacOS,Other,2025-07-06,2025-09-21,8,False
device_000305,Tablet,iOS,Edge,2025-02-12,2025-09-17,3,False
device_000306,POS,MacOS,Safari,2025-01-04,2025-09-21,14,False
device_000307,POS,Android,Safari,2024-09-24,2025-09-18,11,False
device_000308,POS,Linux,Edge,2024-09-28,2025-09-20,14,False
device_000309,POS,Linux,Firefox,2024-09-30,2025-09-23,12,False
device_000310,Desktop,Linux,Firefox,2024-10-24,2025-09-23,6,False
device_000311,Desktop,Android,Firefox,2025-03-21,2025-09-19,12,False
device_000312,POS,Windows,Firefox,2025-06-22,2025-09-23,14,False
device_000313,Mobile,MacOS,Chrome,2024-10-02,2025-09-20,11,False
device_000314,Mobile,Windows,Other,2025-06-20,2025-09-23,9,False
device_000315,Mobile,Android,Firefox,2024-11-01,2025-09-18,20,False
device_000316,Desktop,iOS,Chrome,2024-12-02,2025-09-19,8,False
device_000317,ATM,Linux,Safari,2025-08-11,2025-09-23,14,False
device_000318,ATM,MacOS,Other,2025-01-11,2025-09-19,7,False
device_000319,ATM,MacOS,Safari,2025-08-08,2025-09-23,9,True
device_000320,Mobile,MacOS,Other,2025-06-15,2025-09-21,9,False
device_000321,ATM,Android,Safari,2025-01-11,2025-09-22,7,False
device_000322,Tablet,Android,Safari,2025-06-12,2025-09-21,10,False
device_000323,ATM,Android,Chrome,2025-01-21,2025-09-21,13,False
device_000324,ATM,Windows,Safari,2024-11-25,2025-09-22,9,False
device_000325,Mobile,Windows,Chrome,2025-09-20,2025-09-17,9,False
device_000326,POS,MacOS,Other,2025-07-09,2025-09-17,7,False
device_000327,ATM,Android,Firefox,2025-04-28,2025-09-19,14,False
device_000328,Desktop,iOS,Edge,2024-12-31,2025-09-22,11,False
device_000329,Desktop,Linux,Edge,2024-11-04,2025-09-21,12,False
device_000330,ATM,iOS,Firefox,2024-09-26,2025-09-19,14,False
device_000331,POS,Android,Safari,2024-10-13,2025-09-20,13,False
device_000332,POS,iOS,Safari,2025-07-23,2025-09-19,8,False
device_000333,Desktop,iOS,Safari,2025-03-09,2025-09-18,11,False
device_000334,ATM,Linux,Edge,2024-10-15,2025-09-23,11,False
device_000335,Tablet,Windows,Edge,2025-01-22,2025-09-21,14,False
device_000336,Tablet,Linux,Safari,2025-06-14,2025-09-19,12,True
device_000337,POS,MacOS,Safari,2024-10-08,2025-09-21,14,True
device_000338,Tablet,MacOS,Safari,2025-08-26,2025-09-22,9,False
device_000339,ATM,Android,Other,2025-09-23,2025-09-18,4,False
device_000340,Desktop,Linux,Other,2025-08-03,2025-09-18,13,False
device_000341,Tablet,MacOS,Firefox,2025-08-03,2025-09-22,11,False
device_000342,Tablet,MacOS,Firefox,2025-08-22,2025-09-23,11,False
device_000343,POS,Android,Firefox,2025-07-15,2025-09-23,9,False
device_000344,POS,Linux,Edge,2024-10-02,2025-09-19,11,False
device_000345,Tablet,iOS,Firefox,2025-01-17,2025-09-20,11,False
device_000346,POS,Android,Other,2025-05-05,2025-09-23,11,False
device_000347,ATM,MacOS,Edge,2025-01-09,2025-09-22,8,False
device_000348,Desktop,Android,Firefox,2024-12-20,2025-09-20,13,False
device_000349,ATM,MacOS,Chrome,2025-09-08,2025-09-19,11,False
device_000350,Mobile,Linux,Chrome,2024-11-02,2025-09-22,4,False
device_000351,Tablet,Android,Edge,2025-06-28,2025-09-19,10,False
device_000352,POS,Windows,Other,2025-03-31,2025-09-23,8,False
device_000353,Tablet,Windows,Chrome,2025-08-15,2025-09-23,7,False
device_000354,Desktop,MacOS,Safari,2024-09-28,2025-09-22,12,False
device_000355,Mobile,MacOS,Safari,2025-08-07,2025-09-17,14,False
device_000356,ATM,iOS,Firefox,2025-04-01,2025-09-22,8,True
device_000357,Desktop,Android,Edge,2025-05-06,2025-09-17,5,False
device_000358,Desktop,Windows,Edge,2025-01-02,2025-09-21,7,False
device_000359,Desktop,MacOS,Other,2025-02-02,2025-09-21,9,False
device_000360,ATM,Linux,Chrome,2025-04-14,2025-09-20,10,False
device_000361,POS,Windows,Edge,2024-12-13,2025-09-18,14,False
device_000362,POS,Android,Firefox,2024-10-25,2025-09-20,9,False
device_000363,ATM,MacOS,Chrome,2025-08-11,2025-09-18,9,False
device_000364,Mobile,Linux,Other,2025-01-25,2025-09-19,12,False
device_000365,POS,Windows,Chrome,2024-09-27,2025-09-18,9,False
device_000366,Tablet,Android,Firefox,2025-09-03,2025-09-17,10,False
device_000367,POS,Linux,Firefox,2025-08-08,2025-09-18,10,False
device_000368,Tablet,MacOS,Chrome,2025-06-26,2025-09-22,10,False
device_000369,Tablet,Windows,Chrome,2024-11-29,2025-09-17,11,False
device_000370,POS,Windows,Chrome,2025-08-14,2025-09-23,13,False
device_000371,Tablet,MacOS,Other,2024-11-18,2025-09-19,11,True
device_000372,Tablet,Linux,Chrome,2025-08-08,2025-09-17,11,True
device_000373,POS,Android,Other,2024-12-05,2025-09-22,13,False
device_000374,Mobile,Windows,Other,2024-12-09,2025-09-23,10,False
device_000375,POS,MacOS,Other,2025-04-08,2025-09-19,16,False
device_000376,ATM,iOS,Firefox,2025-07-12,2025-09-21,9,True
device_000377,Tablet,iOS,Safari,2025-05-29,2025-09-20,6,False
device_000378,POS,MacOS,Firefox,2025-04-05,2025-09-21,9,False
device_000379,Mobile,iOS,Safari,2025-08-24,2025-09-18,14,False
device_000380,ATM,MacOS,Chrome,2024-10-24,2025-09-22,8,False
device_000381,Tablet,Windows,Safari,2025-07-14,2025-09-18,16,False
device_000382,Desktop,Linux,Safari,2025-07-10,2025-09-21,9,False
device_000383,POS,Linux,Chrome,2025-05-15,2025-09-18,12,False
device_000384,Desktop,iOS,Firefox,2025-05-25,2025-09-23,15,False
device_000385,Tablet,Android,Edge,2025-03-28,2025-09-20,17,False
device_000386,ATM,MacOS,Chrome,2025-01-09,2025-09-19,6,False
device_000387,Desktop,iOS,Chrome,2024-10-27,2025-09-18,10,False
device_000388,ATM,Linux,Firefox,2025-06-04,2025-09-18,10,False
device_000389,Tablet,MacOS,Edge,2025-06-04,2025-09-23,12,False
device_000390,Desktop,Windows,Safari,2025-08-19,2025-09-21,11,False
