ip_address,country,region,isp,is_vpn,is_tor,reputation_score,first_seen,last_seen
189.216.81.6,Country_26,Region_16,ISP_1,False,False,0.9511316239471678,2025-03-11,2025-09-23
98.54.208.92,Country_28,Region_18,ISP_97,False,False,0.9353298460397714,2025-08-29,2025-09-23
232.226.67.63,Country_1,Region_5,ISP_27,False,False,0.8066963195585336,2025-05-25,2025-09-23
87.187.207.222,Country_22,Region_5,ISP_99,False,False,0.779971278277734,2024-12-08,2025-09-23
62.227.100.73,Country_30,Region_14,ISP_25,False,False,0.7795871804474678,2025-01-20,2025-09-23
134.202.121.47,Country_25,Region_8,ISP_63,False,False,0.6552955958263611,2025-08-17,2025-09-23
159.56.166.94,Country_21,Region_12,ISP_54,False,False,0.8625545316676348,2025-01-24,2025-09-23
238.246.148.97,Country_33,Region_18,ISP_66,True,False,0.8188593652096816,2025-01-20,2025-09-23
59.242.0.93,Country_18,Region_15,ISP_23,False,False,0.8676615770251347,2025-05-29,2025-09-23
223.162.118.25,Country_26,Region_15,ISP_99,False,False,0.8848796591530995,2024-10-11,2025-09-23
197.228.118.164,Country_16,Region_11,ISP_15,False,False,0.5929826427215451,2025-02-26,2025-09-23
161.166.7.107,Country_40,Region_12,ISP_86,False,False,0.8961164769692854,2024-12-10,2025-09-23
153.171.64.81,Country_37,Region_17,ISP_12,False,False,0.6997945487953996,2025-08-15,2025-09-23
5.119.167.251,Country_19,Region_7,ISP_95,False,False,0.5009747462732927,2025-01-10,2025-09-23
45.83.187.177,Country_16,Region_16,ISP_96,False,False,0.75285833219992,2025-02-13,2025-09-23
211.34.33.36,Country_23,Region_4,ISP_82,False,False,0.8306915512615465,2024-11-01,2025-09-23
67.214.63.248,Country_30,Region_15,ISP_99,False,False,0.9041313139923375,2025-08-29,2025-09-23
190.150.1.27,Country_48,Region_11,ISP_65,False,False,0.8317707193821965,2024-11-20,2025-09-23
104.115.74.133,Country_32,Region_8,ISP_98,False,False,0.7663816992134453,2025-01-28,2025-09-23
66.64.195.31,Country_19,Region_6,ISP_69,False,False,0.7604473374401273,2025-08-20,2025-09-23
57.217.170.139,Country_31,Region_16,ISP_83,False,False,0.7728518266652725,2025-07-16,2025-09-23
148.246.219.107,Country_2,Region_2,ISP_63,False,False,0.5922790019349526,2025-08-02,2025-09-23
129.14.180.247,Country_24,Region_12,ISP_63,False,False,0.8781084351942743,2025-03-10,2025-09-23
146.61.246.186,Country_19,Region_7,ISP_92,False,False,0.9449724898287227,2025-09-10,2025-09-23
122.191.117.230,Country_5,Region_4,ISP_27,False,False,0.7651380405507222,2025-09-20,2025-09-23
5.35.114.122,Country_16,Region_10,ISP_18,False,False,0.6929851704958823,2025-03-22,2025-09-23
100.26.12.120,Country_40,Region_7,ISP_31,True,False,0.7371816110017997,2025-08-15,2025-09-23
248.228.206.32,Country_12,Region_10,ISP_82,True,False,0.7754330017478662,2024-11-19,2025-09-23
152.102.38.241,Country_19,Region_7,ISP_86,False,False,0.9082617477506291,2025-05-28,2025-09-23
97.201.252.216,Country_12,Region_8,ISP_47,True,False,0.9171133282542324,2025-04-07,2025-09-23
68.67.10.140,Country_9,Region_6,ISP_23,False,False,0.9559067825836922,2024-10-27,2025-09-23
188.100.68.146,Country_38,Region_18,ISP_8,False,False,0.8088875701537039,2025-04-11,2025-09-23
89.33.210.153,Country_38,Region_16,ISP_74,False,False,0.7833790149909885,2024-10-29,2025-09-23
188.35.169.159,Country_8,Region_19,ISP_38,False,False,0.8857130549682614,2025-03-08,2025-09-23
188.90.69.164,Country_20,Region_19,ISP_70,False,False,0.893444367399305,2025-01-15,2025-09-23
11.234.3.62,Country_9,Region_18,ISP_20,False,False,0.8463279513476359,2025-04-21,2025-09-23
218.32.136.239,Country_31,Region_2,ISP_62,False,False,0.9307170375349203,2025-07-11,2025-09-23
5.159.185.64,Country_33,Region_5,ISP_25,False,False,0.9671206598304322,2024-12-23,2025-09-23
26.37.204.188,Country_33,Region_8,ISP_81,False,True,0.8804116698807969,2024-12-06,2025-09-23
25.83.104.124,Country_26,Region_12,ISP_8,False,False,0.9858879349614371,2025-08-20,2025-09-23
107.232.87.254,Country_7,Region_10,ISP_97,False,False,0.7707429284266147,2025-01-25,2025-09-23
83.211.5.123,Country_2,Region_10,ISP_91,False,False,0.7254536529405933,2024-10-10,2025-09-23
74.241.18.128,Country_9,Region_18,ISP_16,False,False,0.5589936596880418,2025-03-22,2025-09-23
149.204.160.78,Country_13,Region_17,ISP_85,False,False,0.8179126337155133,2025-01-18,2025-09-23
84.71.189.134,Country_39,Region_2,ISP_10,False,False,0.5056447775193069,2025-02-16,2025-09-23
155.153.180.171,Country_29,Region_1,ISP_37,False,False,0.9283862650798402,2025-09-04,2025-09-23
24.134.187.211,Country_44,Region_19,ISP_3,False,False,0.812303559091528,2024-11-24,2025-09-23
56.138.168.56,Country_38,Region_3,ISP_94,False,False,0.7335828190668814,2025-01-31,2025-09-23
7.134.130.65,Country_26,Region_8,ISP_34,False,False,0.8961980314853263,2025-03-05,2025-09-23
140.136.245.31,Country_15,Region_10,ISP_30,False,False,0.9827284062312451,2025-04-09,2025-09-23
46.43.158.30,Country_9,Region_6,ISP_81,False,False,0.7996983547068424,2025-01-24,2025-09-23
251.193.221.8,Country_39,Region_4,ISP_89,False,False,0.8623813553082545,2025-08-15,2025-09-23
64.175.78.75,Country_42,Region_6,ISP_11,False,False,0.8850835693192206,2025-08-27,2025-09-23
95.65.37.181,Country_32,Region_16,ISP_14,False,False,0.7913122362668678,2025-02-06,2025-09-23
168.222.248.74,Country_45,Region_17,ISP_18,False,False,0.8071527983799223,2025-07-13,2025-09-23
202.176.4.240,Country_11,Region_5,ISP_89,False,False,0.8737613556017275,2025-04-08,2025-09-23
246.163.98.81,Country_25,Region_10,ISP_76,False,False,0.9750495938934008,2024-10-21,2025-09-23
234.162.13.114,Country_16,Region_3,ISP_15,False,False,0.7323543337057762,2025-08-28,2025-09-23
117.134.51.157,Country_34,Region_17,ISP_56,False,False,0.7299262422857755,2024-12-28,2025-09-23
217.188.47.133,Country_7,Region_6,ISP_71,False,False,0.5681640342450217,2025-04-14,2025-09-23
185.96.11.205,Country_14,Region_7,ISP_87,False,False,0.5794089916670694,2025-01-05,2025-09-23
232.161.222.31,Country_49,Region_11,ISP_6,False,False,0.7142396599043539,2024-10-04,2025-09-23
202.218.50.13,Country_25,Region_1,ISP_32,False,False,0.9985642654367284,2025-02-25,2025-09-23
249.190.0.187,Country_32,Region_13,ISP_59,False,False,0.9011399875164774,2024-10-24,2025-09-23
246.22.16.62,Country_25,Region_11,ISP_61,False,False,0.6064795988483646,2024-10-08,2025-09-23
188.104.87.49,Country_19,Region_12,ISP_92,False,False,0.7884064642547977,2024-11-03,2025-09-23
238.151.196.60,Country_43,Region_13,ISP_50,False,False,0.6703852183490214,2025-09-21,2025-09-23
169.246.18.253,Country_3,Region_13,ISP_98,False,False,0.8155971529150263,2025-06-09,2025-09-23
226.61.150.188,Country_3,Region_5,ISP_67,True,False,0.7335469908113801,2025-05-13,2025-09-23
208.104.84.253,Country_36,Region_17,ISP_5,False,False,0.7730550991314025,2025-05-18,2025-09-23
122.65.115.132,Country_18,Region_12,ISP_72,False,False,0.961327747816732,2025-07-17,2025-09-23
215.154.49.36,Country_33,Region_8,ISP_42,False,False,0.7826302348809132,2025-08-29,2025-09-23
222.125.19.219,Country_35,Region_12,ISP_69,False,False,0.8328260715831072,2025-05-17,2025-09-23
37.111.144.145,Country_36,Region_18,ISP_18,False,False,0.7287146181622307,2025-03-15,2025-09-23
148.198.68.170,Country_45,Region_19,ISP_68,False,False,0.8233399195292956,2025-08-06,2025-09-23
112.85.192.216,Country_15,Region_12,ISP_72,False,False,0.6848959361933343,2025-06-17,2025-09-23
115.12.167.219,Country_25,Region_9,ISP_7,False,False,0.9075096618278553,2025-05-09,2025-09-23
21.211.192.201,Country_8,Region_7,ISP_41,False,False,0.6290637236871511,2025-06-15,2025-09-23
67.219.186.226,Country_19,Region_18,ISP_42,True,False,0.9673761028706248,2025-04-15,2025-09-23
254.73.114.6,Country_8,Region_15,ISP_93,False,False,0.6389040071317335,2024-12-22,2025-09-23
87.3.244.19,Country_47,Region_4,ISP_91,False,False,0.8944159709335159,2025-07-22,2025-09-23
198.33.41.30,Country_29,Region_4,ISP_92,False,False,0.9435147236695299,2025-06-03,2025-09-23
201.197.150.227,Country_3,Region_10,ISP_3,False,False,0.9330604587886265,2025-08-15,2025-09-23
91.205.166.111,Country_23,Region_18,ISP_46,False,False,0.8834699214614314,2024-12-20,2025-09-23
28.98.169.14,Country_18,Region_3,ISP_28,False,False,0.9203610136960981,2025-05-14,2025-09-23
42.229.104.26,Country_37,Region_16,ISP_64,False,False,0.8563142482840752,2025-08-29,2025-09-23
101.14.99.39,Country_3,Region_9,ISP_94,True,False,0.6591946215491403,2024-12-27,2025-09-23
203.29.197.245,Country_19,Region_12,ISP_13,False,False,0.6625913231481206,2024-11-11,2025-09-23
226.3.60.118,Country_16,Region_3,ISP_12,False,False,0.615386663823773,2025-05-12,2025-09-23
120.179.242.236,Country_30,Region_6,ISP_63,False,False,0.8323285147562693,2025-09-23,2025-09-23
177.114.99.83,Country_37,Region_3,ISP_13,False,False,0.6196860015030168,2024-11-01,2025-09-23
216.37.69.243,Country_48,Region_17,ISP_45,False,True,0.7461863961559133,2025-07-20,2025-09-23
44.126.187.144,Country_28,Region_3,ISP_78,False,False,0.7974558494368549,2025-06-10,2025-09-23
218.179.129.215,Country_7,Region_12,ISP_75,False,False,0.9149109270172674,2025-04-06,2025-09-23
199.179.224.193,Country_44,Region_19,ISP_66,False,False,0.8964022920206567,2024-11-05,2025-09-23
7.39.52.117,Country_25,Region_4,ISP_98,False,False,0.9141946746565387,2025-04-14,2025-09-23
229.63.79.119,Country_38,Region_17,ISP_83,False,False,0.9040777504276448,2025-03-06,2025-09-23
7.197.201.138,Country_44,Region_11,ISP_16,False,False,0.7917382118904366,2025-06-18,2025-09-23
228.219.86.79,Country_48,Region_18,ISP_55,False,False,0.958499525074855,2024-12-21,2025-09-23
27.91.109.203,Country_18,Region_19,ISP_27,False,False,0.820819204095735,2025-04-29,2025-09-23
100.195.224.27,Country_39,Region_12,ISP_42,False,False,0.7401150899232741,2024-10-30,2025-09-23
108.250.127.87,Country_1,Region_19,ISP_94,False,False,0.7146832879206039,2025-07-27,2025-09-23
9.66.111.65,Country_21,Region_9,ISP_76,False,False,0.7201441032294313,2025-03-12,2025-09-23
42.188.190.48,Country_45,Region_3,ISP_1,False,False,0.9507078465243528,2025-04-04,2025-09-23
200.248.211.186,Country_39,Region_3,ISP_71,False,False,0.5964230382102818,2025-02-10,2025-09-23
194.140.155.134,Country_30,Region_15,ISP_33,True,False,0.789502108846436,2024-10-18,2025-09-23
220.248.11.195,Country_40,Region_9,ISP_41,False,False,0.6982332424866396,2025-08-08,2025-09-23
140.202.170.150,Country_29,Region_19,ISP_20,False,False,0.8092185107749645,2025-05-13,2025-09-23
118.76.189.167,Country_4,Region_9,ISP_78,False,False,0.9016927390036483,2024-10-07,2025-09-23
12.189.62.244,Country_35,Region_17,ISP_66,True,False,0.5908914884614321,2025-04-17,2025-09-23
198.44.208.79,Country_9,Region_7,ISP_87,False,False,0.6917535049508132,2024-10-09,2025-09-23
251.199.4.104,Country_47,Region_15,ISP_18,True,False,0.816410195547752,2025-01-01,2025-09-23
22.170.219.140,Country_6,Region_12,ISP_34,False,False,0.7102879452080006,2024-12-18,2025-09-23
105.110.37.191,Country_24,Region_14,ISP_19,False,False,0.7439540932884539,2024-11-26,2025-09-23
176.31.209.121,Country_6,Region_9,ISP_27,False,False,0.8371369764499866,2025-05-03,2025-09-23
10.202.9.170,Country_35,Region_12,ISP_84,False,False,0.907245117435431,2024-12-27,2025-09-23
151.21.153.46,Country_25,Region_1,ISP_24,False,False,0.7434998646747459,2025-08-06,2025-09-23
66.115.21.149,Country_34,Region_7,ISP_89,False,False,0.9061187513827915,2024-12-22,2025-09-23
175.37.6.13,Country_31,Region_5,ISP_84,False,False,0.8601709385036367,2025-02-05,2025-09-23
245.240.142.168,Country_7,Region_12,ISP_54,False,False,0.6640196767087977,2025-03-24,2025-09-23
167.5.226.149,Country_9,Region_13,ISP_27,False,False,0.7035975398470385,2025-07-13,2025-09-23
89.115.249.238,Country_39,Region_17,ISP_37,False,False,0.8616126008074149,2025-08-17,2025-09-23
155.205.118.4,Country_13,Region_16,ISP_86,False,False,0.6238381066501079,2025-06-13,2025-09-23
96.47.66.183,Country_10,Region_8,ISP_44,True,False,0.8444737239454863,2025-06-26,2025-09-23
116.195.202.179,Country_19,Region_6,ISP_32,False,False,0.7545935987051605,2024-11-25,2025-09-23
252.234.211.150,Country_24,Region_1,ISP_55,False,False,0.5804097219513787,2025-04-22,2025-09-23
102.68.26.179,Country_43,Region_3,ISP_41,True,False,0.7664805304857266,2025-05-28,2025-09-23
198.228.146.18,Country_4,Region_9,ISP_25,False,False,0.6368210540694864,2025-03-26,2025-09-23
169.213.29.166,Country_35,Region_6,ISP_28,False,False,0.9564321998252453,2025-03-14,2025-09-23
229.22.113.231,Country_34,Region_3,ISP_58,False,False,0.9555605041521523,2024-12-17,2025-09-23
138.142.68.2,Country_41,Region_9,ISP_16,False,False,0.7348703423163995,2025-09-19,2025-09-23
182.203.220.181,Country_8,Region_16,ISP_78,False,False,0.8402634924292153,2025-06-01,2025-09-23
57.126.205.248,Country_10,Region_8,ISP_69,False,False,0.8158187609934858,2025-04-11,2025-09-23
28.36.172.188,Country_26,Region_3,ISP_53,False,False,0.5779684412915286,2025-07-27,2025-09-23
120.216.76.2,Country_17,Region_13,ISP_62,True,False,0.7081801907116122,2025-06-14,2025-09-23
248.19.161.30,Country_29,Region_8,ISP_54,True,False,0.9026586295138134,2025-09-20,2025-09-23
93.67.192.50,Country_35,Region_7,ISP_42,True,False,0.5465121554646096,2025-03-31,2025-09-23
68.30.107.27,Country_22,Region_9,ISP_2,False,False,0.7561381995446684,2025-03-29,2025-09-23
60.170.42.226,Country_23,Region_2,ISP_31,False,False,0.8985106215232197,2025-07-04,2025-09-23
132.218.202.20,Country_1,Region_1,ISP_49,False,False,0.8798130409272529,2025-03-30,2025-09-23
177.147.89.234,Country_19,Region_14,ISP_29,False,False,0.9474084534086453,2024-10-09,2025-09-23
104.6.211.39,Country_17,Region_5,ISP_19,False,False,0.9618839442063583,2025-01-09,2025-09-23
18.227.48.213,Country_21,Region_17,ISP_67,False,False,0.7428306940493805,2025-04-24,2025-09-23
160.61.127.252,Country_28,Region_7,ISP_36,False,False,0.8129357947246126,2025-06-16,2025-09-23
226.245.170.149,Country_27,Region_7,ISP_28,False,False,0.9734570597861432,2025-06-14,2025-09-23
14.231.152.238,Country_45,Region_1,ISP_87,False,False,0.7971083659932009,2025-04-08,2025-09-23
112.112.76.19,Country_27,Region_11,ISP_29,False,False,0.8758636741936203,2025-02-05,2025-09-23
75.103.158.239,Country_13,Region_8,ISP_41,False,False,0.9230811777440797,2025-05-26,2025-09-23
137.36.1.151,Country_43,Region_3,ISP_5,False,False,0.7548535972503342,2025-06-22,2025-09-23
55.122.219.95,Country_14,Region_18,ISP_63,False,False,0.903702209747786,2025-06-12,2025-09-23
25.35.242.102,Country_29,Region_15,ISP_92,False,False,0.9738356196204112,2025-02-11,2025-09-23
30.203.215.68,Country_1,Region_8,ISP_30,False,False,0.7142784836751995,2024-12-04,2025-09-23
181.49.169.138,Country_11,Region_11,ISP_1,False,False,0.7680901062122479,2024-11-12,2025-09-23
174.92.170.167,Country_15,Region_2,ISP_97,False,False,0.8389491865423493,2024-10-01,2025-09-23
194.62.106.97,Country_22,Region_9,ISP_90,True,False,0.7004625672350622,2025-01-25,2025-09-23
225.219.151.183,Country_1,Region_16,ISP_1,False,False,0.5915013014042164,2025-09-19,2025-09-23
122.23.231.1,Country_10,Region_16,ISP_70,False,False,0.5189505559794201,2025-05-23,2025-09-23
128.4.76.215,Country_13,Region_19,ISP_30,False,False,0.7873757036003945,2024-10-25,2025-09-23
159.85.253.49,Country_39,Region_2,ISP_3,False,False,0.7245579446379036,2025-02-01,2025-09-23
176.57.21.150,Country_27,Region_2,ISP_19,False,False,0.8070606979796744,2025-04-18,2025-09-23
10.232.11.124,Country_47,Region_8,ISP_82,False,False,0.7939588914330884,2024-12-03,2025-09-23
39.160.15.27,Country_44,Region_19,ISP_77,False,False,0.8758392373472309,2024-11-25,2025-09-23
52.229.147.126,Country_22,Region_1,ISP_10,False,False,0.921220622805495,2025-07-13,2025-09-23
153.159.234.28,Country_12,Region_7,ISP_4,False,False,0.9623525903849173,2024-10-27,2025-09-23
131.67.3.156,Country_32,Region_9,ISP_96,False,True,0.9053305022409568,2025-05-22,2025-09-23
17.178.158.126,Country_31,Region_1,ISP_42,False,False,0.8322207985402892,2024-11-24,2025-09-23
246.136.250.180,Country_32,Region_19,ISP_24,False,False,0.9465192152005163,2024-09-29,2025-09-23
147.238.45.202,Country_46,Region_1,ISP_13,False,False,0.7207242094612205,2025-04-28,2025-09-23
142.148.154.204,Country_21,Region_8,ISP_73,False,False,0.775590181065637,2024-10-18,2025-09-23
112.179.247.91,Country_39,Region_3,ISP_80,False,False,0.7497430495482212,2025-01-20,2025-09-23
200.61.133.50,Country_5,Region_5,ISP_13,False,False,0.8400433460536201,2025-06-04,2025-09-23
6.36.115.246,Country_42,Region_19,ISP_63,True,False,0.7993206755500271,2024-11-10,2025-09-23
12.55.198.88,Country_29,Region_17,ISP_92,False,False,0.7749297349800225,2025-07-25,2025-09-23
245.138.248.118,Country_20,Region_7,ISP_63,False,False,0.8900004690676906,2025-06-13,2025-09-23
150.32.213.149,Country_45,Region_14,ISP_39,False,False,0.8834013992428539,2025-01-25,2025-09-23
159.152.236.102,Country_27,Region_16,ISP_85,True,False,0.8687052862397641,2024-12-30,2025-09-23
186.79.41.160,Country_46,Region_14,ISP_21,False,False,0.7259230977296786,2024-11-01,2025-09-23
41.61.149.110,Country_7,Region_3,ISP_88,False,False,0.7037864549867289,2025-04-10,2025-09-23
146.240.53.153,Country_12,Region_10,ISP_57,False,False,0.9033606134150493,2024-10-25,2025-09-23
144.180.228.31,Country_15,Region_6,ISP_90,False,True,0.7263234118361578,2025-01-09,2025-09-23
252.70.106.4,Country_23,Region_6,ISP_92,False,False,0.8368299837271805,2025-06-25,2025-09-23
43.5.46.156,Country_21,Region_12,ISP_58,False,False,0.5379889383052169,2025-01-09,2025-09-23
84.165.170.189,Country_33,Region_16,ISP_34,False,False,0.8339450763633314,2025-02-17,2025-09-23
204.201.117.54,Country_24,Region_19,ISP_85,False,False,0.9917832065723095,2025-03-04,2025-09-23
84.81.62.170,Country_31,Region_7,ISP_93,False,False,0.49136499308412157,2025-07-28,2025-09-23
180.124.120.189,Country_8,Region_1,ISP_72,False,False,0.4217846347297892,2025-03-21,2025-09-23
74.14.25.84,Country_16,Region_12,ISP_2,False,False,0.6343887895814252,2025-06-01,2025-09-23
91.14.114.235,Country_39,Region_12,ISP_86,False,False,0.6292847592890488,2025-08-11,2025-09-23
100.189.96.233,Country_47,Region_6,ISP_85,True,False,0.9263748870433564,2025-01-25,2025-09-23
34.92.229.16,Country_38,Region_18,ISP_34,False,False,0.6909771485850605,2025-07-05,2025-09-23
146.182.8.189,Country_43,Region_15,ISP_51,False,False,0.8337357179304299,2025-05-04,2025-09-23
129.211.11.80,Country_36,Region_5,ISP_24,False,False,0.9690710431050295,2025-05-30,2025-09-23
154.98.224.200,Country_2,Region_3,ISP_7,False,False,0.9114805755823326,2025-07-07,2025-09-23
201.158.177.103,Country_47,Region_15,ISP_40,False,True,0.8215144582006667,2025-07-07,2025-09-23
180.169.171.53,Country_19,Region_14,ISP_50,False,True,0.7664094871427752,2025-06-13,2025-09-23
234.173.81.29,Country_15,Region_19,ISP_76,False,False,0.7266196088843677,2025-02-15,2025-09-23
48.119.184.69,Country_15,Region_18,ISP_73,False,False,0.48233161749893894,2025-04-24,2025-09-23
204.169.96.206,Country_20,Region_11,ISP_45,False,False,0.761403056714086,2025-01-08,2025-09-23
247.25.32.248,Country_48,Region_5,ISP_63,False,False,0.8938847536494468,2025-08-25,2025-09-23
135.10.3.22,Country_46,Region_17,ISP_65,False,False,0.8778938749885958,2025-09-06,2025-09-23
158.111.238.206,Country_12,Region_14,ISP_63,False,False,0.873642799365973,2025-07-03,2025-09-23
123.25.9.26,Country_33,Region_9,ISP_12,True,False,0.6463464021340477,2024-11-25,2025-09-23
33.71.236.164,Country_13,Region_3,ISP_61,False,False,0.7469829301778064,2025-06-15,2025-09-23
191.198.57.27,Country_6,Region_3,ISP_80,False,False,0.7791276559487518,2024-12-12,2025-09-23
65.3.31.131,Country_48,Region_17,ISP_31,False,False,0.9333024818258507,2025-07-23,2025-09-23
152.206.146.131,Country_1,Region_19,ISP_27,False,False,0.8773729084423131,2024-11-19,2025-09-23
80.132.158.154,Country_40,Region_16,ISP_7,True,False,0.6815310280687753,2024-11-24,2025-09-23
180.109.113.38,Country_47,Region_18,ISP_35,False,False,0.7840003857778585,2025-03-13,2025-09-23
151.53.99.56,Country_37,Region_7,ISP_91,False,False,0.7150382210533052,2025-02-14,2025-09-23
78.132.247.200,Country_8,Region_6,ISP_79,True,False,0.9648166065423851,2024-12-10,2025-09-23
224.89.28.93,Country_27,Region_3,ISP_23,False,False,0.8264229098593369,2025-05-21,2025-09-23
26.202.71.32,Country_48,Region_8,ISP_95,False,False,0.8567246023664729,2025-01-24,2025-09-23
106.239.178.99,Country_14,Region_15,ISP_36,False,False,0.9654436310038793,2024-12-23,2025-09-23
16.180.95.153,Country_13,Region_15,ISP_96,False,False,0.988036966880609,2025-03-17,2025-09-23
14.237.53.36,Country_6,Region_7,ISP_18,False,False,0.9154866887565994,2025-02-24,2025-09-23
70.154.186.42,Country_35,Region_4,ISP_83,False,False,0.7406607152451934,2025-09-11,2025-09-23
13.15.199.240,Country_27,Region_17,ISP_19,False,False,0.910835671297393,2024-11-03,2025-09-23
144.199.35.178,Country_25,Region_6,ISP_54,False,False,0.8597783137970254,2025-03-12,2025-09-23
241.95.63.68,Country_13,Region_8,ISP_53,False,False,0.6111400160136575,2024-11-09,2025-09-23
24.64.74.125,Country_15,Region_6,ISP_42,False,False,0.5819132920226874,2025-07-23,2025-09-23
